id,tokens,pos_tags,chunk_tags,ner_tags
1487,"['Algerian' 'security' 'forces' 'have' 'shot' 'dead' 'three' 'Moslem'
 'guerrillas' 'suspected' 'of' 'killing' 'a' 'leading' 'French' 'bishop'
 'in' 'western' 'Algeria' ',' 'the' 'Algerian' 'state-run' 'television'
 'said' 'on' 'Thursday' '.']","[16 21 24 41 40 16 11 22 24 38 15 39 12 39 16 21 15 16 22  6 12 16 16 21
 38 15 22  7]","[11 12 12 21 22  1 11 12 12 21 13 21 11 12 12 12 13 11 12  0 11 12 12 12
 21 13 11  0]",[7 0 0 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 5 0 0 7 0 0 0 0 0 0]
1488,"['Security' 'forces' 'also' 'arrested' 'four' 'other' 'men' 'sought' 'for'
 'giving' 'support' 'to' 'the' 'slain' 'Moslem' 'rebels' ',' 'the'
 'television' 'said' '.']",[21 24 30 40 11 16 24 38 15 39 21 35 12 40 22 24  6 12 21 38  7],[11 12  3 21 11 12 12 21 13 21 11 13 11 12 12 12  0 11 12 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0]
1489,"['The' 'television' ',' 'which' 'did' 'not' 'say' 'when' 'the' 'security'
 'forces' 'killed' 'the' 'rebels' ',' 'said' 'the' 'four' 'arrested' 'men'
 'confessed' 'details' 'of' 'the' 'assassination' 'of' 'the' 'French'
 'Roman' 'Catholic' 'Bishop' 'Pierre' 'Claverie' '.']","[12 21  6 43 38 30 37 46 12 21 24 38 12 24  6 38 12 11 40 24 38 24 15 12
 21 15 12 22 22 22 22 22 22  7]","[11 12  0 11 21 22 22  3 11 12 12 21 11 12  0 21 11 12 21 11 21 11 13 11
 12 13 11 12 12 12 12 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 8 0 1 2 0]
1490,"['The' '58-year-old' 'Claverie' 'was' 'killed' 'in' 'August' '1' 'in' 'a'
 'bomb' 'blast' 'at' 'his' 'residence' 'in' 'the' 'western' 'Algerian'
 'city' 'of' 'Oran' ',' 'hours' 'after' 'he' 'met' 'visiting' 'French'
 'Foreign' 'Minister' 'Herve' 'de' 'Charette' 'in' 'Algiers' '.']","[12 16 22 38 40 15 22 11 15 12 21 21 15 29 21 15 12 16 16 21 15 22  6 24
 15 28 38 39 16 22 22 22 22 22 15 22  7]","[11 12 12 21 22 13 11 12 13 11 12 12 13 11 12 13 11 12 12 12 13 11  0 11
 17 11 21 11 12 12 12 12 12 12 13 11  0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 5 0 0 0 0 0 0 7 0 0 1 2 2 0 5 0]
1491,"['An' 'estimated' '50,000' 'Algerians' 'and' 'more' 'than' '110'
 'foreigners' 'have' 'been' 'killed' 'in' 'Algeria' ""'s"" 'violence'
 'pitting' 'Moslem' 'rebels' 'against' 'the' 'Algerian' 'government'
 'forces' 'since' 'early' '1992' ',' 'when' 'the' 'authorities'
 'cancelled' 'a' 'general' 'election' 'in' 'which' 'radical' 'Islamists'
 'took' 'a' 'commanding' 'lead' '.']","[12 40 11 23 10 17 15 11 24 41 40 40 15 22 27 21 39 22 24 15 12 16 21 24
 15 16 11  6 46 12 24 38 12 16 21 15 43 16 24 38 12 16 21  7]","[11 12 12 12 12 12 12 12 12 21 22 22 13 11 11 12 21 11 12 13 11 12 12 12
 13 11 12  0  3 11 12 21 11 12 12 13 11 11 12 21 11 12 12  0]","[0 0 0 7 0 0 0 0 0 0 0 0 0 5 0 0 0 7 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 7 0 0 0 0 0]"
1492,['German' 'flown' 'cargo' 'January-July' 'rise' '3.8' 'percent' '.'],[16 40 21 16 21 11 21  7],[11 12 12 12 12 12 12  0],[7 0 0 0 0 0 0 0]
1493,['FRANKFURT' '1996-08-22'],[22 11],[11 12],[5 0]
1494,"['The' 'following' 'table' 'shows' 'total' 'flown' 'air' 'cargo' 'volumes'
 'in' 'tonnes' 'handled' 'at' 'international' 'German' 'airports'
 'January-July' '1996' '.']",[12 39 21 42 16 40 21 21 24 15 24 40 15 16 16 24 16 11  7],[11 12 12 21 11 12 12 12 12 13 11 21 13 11 12 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0]
1495,"['The' 'figures' 'exclude' 'trucked' 'airfreight' 'according' 'to' 'the'
 'German' 'airports' 'association' 'ADV' '.']",[12 24 41 21 16 39 35 12 16 24 21 22  7],[11 12 21 11 12 13 13 11 12 12 12 11  0],[0 0 0 0 0 0 0 0 7 0 0 3 0]
1496,"['Berlin' '(' 'total' ')' '17,844' 'up' '5.9' 'pct']",[22  4 16  5 11 30 11 21],[11  0 11  0 11  3 11 12],[5 0 0 0 0 0 0 0]
1497,"['-' 'Tegel' '10,896' 'up' '3.1']",[ 8 22 22 30 11],[ 0 11 12  3 11],[0 5 0 0 0]
1498,['-' 'Tempelhof' '202' 'down' '60.0'],[ 8 21 11 30 11],[ 0 11 11  3 11],[0 5 0 0 0]
1499,"['-' 'Schoenefeld' '6,746' 'up' '16.8']",[ 8 22 11 30 11],[ 0 11 12  3 11],[0 5 0 0 0]
1500,"['Bremen' '1,453' 'up' '13.1']",[22 11 30 11],[11 12  3 11],[5 0 0 0]
1501,['Dresden' '792' 'up' '11.4'],[22 11 30 11],[11 12  3 11],[5 0 0 0]
1502,"['Duessseldorf' '31,347' 'down' '4.4']",[22 11 15 11],[11 12 13 11],[5 0 0 0]
1503,"['Frankfurt' '768,269' 'up' '1.5']",[22 22 30 11],[11 12  3 11],[5 0 0 0]
1504,"['Hamburg' '21,240' 'down' '3.5']",[22 11 30 11],[11 11  3 11],[5 0 0 0]
1505,"['Hannover' '6,030' 'up' '15.3']",[22 11 30 11],[11 12  3 11],[5 0 0 0]
1506,"['Koeln' '(' 'Cologne' ')' '182,887' 'up' '11.8']",[22  4 22  5 11 30 11],[11  0 11  0 11  3 11],[5 0 5 0 0 0 0]
1507,"['Leipzig' '/' 'Halle' '1,806' 'up' '45.6']",[22 34 22 11 30 11],[11  0 11 12  3 11],[5 0 5 0 0 0]
1508,"['Munich' '44,525' 'up' '11.8']",[22 11 30 11],[11 12  3 11],[5 0 0 0]
1509,['Muenster' '/' 'Osnabrueck' '382' 'up' '28.2'],[21 34 22 11 33 11],[11  0 11  3 15 11],[5 0 5 0 0 0]
1510,"['Nuremberg' '25,929' 'up' '17.8']",[22 11 30 11],[11 12  3 11],[5 0 0 0]
1511,['Saarbruecken' '626' 'up' '28.3'],[40 11 30 11],[21 11  3 11],[5 0 0 0]
1512,"['Stuttgart' '10,655' 'up' '11.7']",[37 11 30 11],[21 11  3 11],[5 0 0 0]
1513,"['TOTAL' '1,113,785' 'up' '3.8']",[22 11 30 11],[11 12  3 11],[0 0 0 0]
1514,"['-' 'Air' 'Cargo' 'Newsroom' 'Tel+44' '161' '542' '7706' 'Fax+44' '171'
 '542' '5017']",[ 8 22 22 22 22 11 11 11 21 11 11 11],[ 0 11 12 12 12 12 12 12 12 12 12 12],[0 3 4 4 0 0 0 0 0 0 0 0]
1515,['Paribas' 'repeats' 'buy' 'on' 'Aegon' 'after' 'results' '.'],[22 42 37 15 22 15 24  7],[11 21 22 13 11 17 11  0],[3 0 0 0 3 0 0 0]
1516,['AMSTERDAM' '1996-08-22'],[21 11],[11 12],[5 0]
1517,['Summary' 'of' 'Aug' '22' 'research' '.'],[24 15 22 11 21  7],[11 13 11 12 12  0],[0 0 0 0 0 0]
1518,['Company-------------Price---Broker----------------'],[22],[11],[0]
1519,['Aegon' '83.40' 'Paribas'],[22 11 22],[11 12 12],[3 0 3]
1520,"['COMMENT' ':' '""' 'Not' 'only' 'did' 'Aegon' 'surprise' 'with' 'earnings'
 'of' '711' 'million' 'guilders' ',' 'which' 'were' 'above' 'the' 'top'
 'of' 'the' 'expected' 'range' ',' 'it' 'also' 'forecast' 'a' 'similar'
 'performance' 'in' 'the' 'second' 'half' '.' '""']","[22  8  0 30 30 38 22 21 15 24 15 11 11 24  6 43 38 15 12 21 15 12 16 21
  6 28 30 21 12 16 21 15 12 16 21  7  0]","[11  0  0  0  0  0 11 12 13 11 13 11 12 12  0 11 21 13 11 12 13 11 12 12
  0 11  3 11 11 12 12 13 11 12 12  0  0]",[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1521,"['Reiterates' 'previous' '""' 'buy' '""' 'recommendation' 'after' 'results'
 '.']",[24 16  0 37  0 21 15 24  7],[11 11  0 21  0 11 13 11  0],[0 0 0 0 0 0 0 0 0]
1522,['Estimates' '(' 'Dfl' ')' ':' 'EPS' 'P' '/' 'E' 'Dividend'],[24  4 22  5  8 22 21 34 22 21],[11  0 11  0  0 11 12  0 11 12],[0 0 7 0 0 0 0 0 0 0]
1523,['1996' '5.83' '13.8' '2.75'],[11 11 11 11],[11 12 12 12],[0 0 0 0]
1524,['1997' '6.59' '12.2' '3.10'],[11 11 11 11],[11 12 12 12],[0 0 0 0]
1525,"['--' 'Amsterdam' 'newsroom' ',' '+31' '20' '504' '5000' '(' 'Fax' '+31'
 '20' '504' '5040' ')']",[ 8 21 21  6 11 11 11 11  4 21 11 11 11 11  5],[ 0 11 12  0 11 12 12 12  0 11 12 12 12 12  0],[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
1526,"['Clinton' ""'s"" 'Ballybunion' 'fans' 'invited' 'to' 'Chicago' '.']",[22 27 22 24 40 35 22  7],[11 11 12 12 21 13 11  0],[1 0 3 0 0 0 5 0]
1527,['DUBLIN' '1996-08-22'],[22 11],[11 12],[5 0]
1528,"['U.S.' 'President' 'Bill' 'Clinton' 'had' 'to' 'drop' 'the' 'resort' 'of'
 'Ballybunion' 'from' 'a' 'whirlwind' 'Irish' 'tour' 'last' 'year' '.']",[22 22 22 22 38 35 37 12 21 15 22 15 12 16 16 21 16 21  7],[11 12 12 12 21 22 22 11 12 13 11 13 11 12 12 12 11 12  0],[5 0 1 2 0 0 0 0 0 0 3 0 0 0 7 0 0 0 0]
1529,['So' 'Ballybunion' 'is' 'going' 'to' 'America' 'instead' '.'],[10 22 42 39 35 22 30  7],[ 0 11 21 22 13 11  3  0],[0 3 0 0 0 5 0 0]
1530,"['Two' 'residents' 'of' 'the' 'Atlantic' 'resort' ',' 'where' 'Clinton'
 'was' 'to' 'have' 'played' 'golf' 'with' 'the' 'Irish' 'Foreign'
 'Minister' 'Dick' 'Spring' ',' 'have' 'been' 'invited' 'to' 'the'
 'Democratic' 'party' 'convention' 'in' 'Chicago' 'on' 'August' '26-29'
 '.']","[11 24 15 12 22 21  6 46 22 38 35 37 40 21 15 12 22 22 22 22 22  6 41 40
 40 35 12 16 21 21 15 22 15 22 11  7]","[11 12 13 11 12 12  0  3 11 21 22 22 22 11 13 11 12 12 12 12 12  0 21 22
 22 13 11 12 12 12 13 11 13 11 12  0]",[0 0 0 0 5 0 0 0 1 0 0 0 0 0 0 0 7 0 0 1 2 0 0 0 0 0 0 7 0 0 0 5 0 0 0 0]
1531,"['They' 'have' 'been' 'asked' 'to' 'bring' 'with' 'them' 'the' 'placards'
 'they' 'waved' 'when' 'Clinton' 'addressed' 'Ireland' 'at' 'a' 'packed'
 'ceremony' 'in' 'Dublin' 'city' 'centre' 'on' 'December' '1' ',' 'last'
 'year' '.']","[28 41 40 40 35 37 15 28 12 24 28 38 46 22 38 22 15 12 16 21 15 22 21 21
 15 22 11  6 16 21  7]","[11 21 22 22 22 22 13 11 11 12 11 21  3 11 21 11 13 11 12 12 13 11 12 12
 13 11 12  0 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
1532,"['They' 'read' ':' '""' 'Ballybunion' 'backs' 'Clinton' '.' '""']",[28 38  8  0 16 24 22  7  0],[11 21  0  0 11 12 12 12  0],[0 0 0 0 3 0 1 0 0]
1533,"['""' 'The' 'Democratic' 'party' 'have' 'requested' 'we' 'bring' 'our'
 'placards' 'with' 'us' '.']",[ 0 12 16 21 41 40 28 41 29 24 15 28  7],[ 0 11 12 12 21 22 11 21 11 12 13 11  0],[0 0 7 0 0 0 0 0 0 0 0 0 0]
1534,"['We' 'will' 'be' 'guests' 'of' 'the' 'Kennedys' ',' '""' 'said' 'Frank'
 'Quilter' ',' 'one' 'of' 'the' 'two' 'who' 'have' 'been' 'invited' 'to'
 'Chicago' '.']",[28 20 37 24 15 12 23  6  0 38 22 22  6 11 15 12 11 44 41 40 40 35 22  7],[11 21 22 11 13 11 12  0  0 21 11 12  0 11 13 11 12 11 21 22 22 13 11  0],[0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 5 0]
1535,"['Clinton' 'made' 'a' 'triumphant' 'Irish' 'tour' 'to' 'back' 'a'
 'Northern' 'Ireland' 'peace' 'process' 'but' 'was' 'forced' 'to' 'drop'
 'Ballybunion' 'from' 'a' 'packed' 'schedule' 'at' 'the' 'last' 'minute'
 '.']","[22 38 12 16 16 21 35 37 12 22 22 21 21 10 38 40 35 37 22 15 12 16 21 15
 12 16 21  7]","[11 21 11 12 12 12 21 22 11 12 12 12 12  0 21 22 22 22 11 13 11 12 12 13
 11 12 12  0]",[1 0 0 0 7 0 0 0 0 5 6 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0]
1536,['Bonn' 'says' 'Moscow' 'has' 'promised' 'to' 'observe' 'ceasefire' '.'],[22 42 22 42 40 35 37 21  7],[11 21 11 21 22 22 22 11  0],[5 0 5 0 0 0 0 0 0]
1537,['BONN' '1996-08-22'],[21 11],[11 12],[5 0]
1538,"['Germany' 'said' 'on' 'Thursday' 'it' 'had' 'received' 'assurances'
 'from' 'the' 'Russian' 'government' 'that' 'its' 'forces' 'would'
 'observe' 'the' 'latest' 'ceasefire' 'in' 'Chechnya' '.']",[22 38 15 22 28 38 40 24 15 12 16 21 15 29 24 20 37 12 18 21 15 22  7],[11 21 13 11 11 21 22 11 13 11 12 12 17 11 12 21 22 11 12 12 13 11  0],[5 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 5 0]
1539,"['Foreign' 'Ministry' 'spokesman' 'Martin' 'Erdmann' 'said' 'top' 'Bonn'
 'diplomat' 'Wolfgang' 'Ischinger' 'had' 'been' 'assured' 'by' 'senior'
 'Russian' 'officials' 'that' 'the' 'ultimatum' 'to' 'storm' 'and' 'take'
 'the' 'Chechen' 'capital' 'of' 'Grozny' 'was' 'not' 'valid' '.']","[22 22 21 22 21 38 16 22 21 22 22 38 40 40 15 16 16 24 15 12 21 35 21 10
 37 12 16 21 15 22 38 30 16  7]","[11 12 12 12 12 21 11 12 12 12 12 21 22 22 13 11 12 12 11 11 12 13 11  0
 21 11 12 12 13 11 21  0  1  0]",[3 4 0 1 2 0 0 5 0 1 2 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 7 0 0 5 0 0 0 0]
1540,"['""' 'The' 'Russian' 'side' 'confirmed' 'that' 'the' 'ceasefire' 'is' 'in'
 'place' 'and' 'they' 'will' 'keep' 'to' 'it' ',' '""' 'Erdmann' 'told'
 'Reuters' 'after' 'speaking' 'by' 'telephone' 'to' 'Ischinger' ',' 'who'
 'had' 'met' 'the' 'officials' 'on' 'a' 'two-day' 'visit' 'to' 'Moscow'
 '.']","[ 0 12 16 21 38 15 12 21 42 15 21 10 28 20 37 35 28  6  0 21 38 22 15 21
 15 21 35 22  6 44 38 40 12 24 15 12 16 21 35 22  7]","[ 0 11 12 12 21 17 11 12 21 13 11  0 11 21 22 13 11  0  0 11 21 11 13 11
 13 11 13 11  0 11 21 22 11 12 13 11 12 12 13 11  0]","[0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 5 0]"
1541,['He' 'returned' 'to' 'Bonn' 'on' 'Thursday' '.'],[28 38 35 22 15 22  7],[11 21 13 11 13 11  0],[0 0 0 5 0 0 0]
1542,"['Ischinger' 'is' 'the' 'political' 'director' 'of' 'Bonn' ""'s"" 'foreign'
 'ministry' '.']",[22 42 12 16 21 15 22 27 16 21  7],[11 21 11 12 12 13 11 11 12 12  0],[1 0 0 0 0 0 5 0 0 0 0]
1543,"['Ischinger' 'said' 'he' 'met' 'three' 'Russian' 'deputy' 'foreign'
 'ministers' 'and' 'a' 'vice' 'defence' 'minister' ',' 'who' 'confirmed'
 'Russian' 'Foreign' 'Minister' 'Yevgeny' 'Primakov' ""'s"" 'pledge' 'that'
 'Moscow' 'would' 'seek' 'a' 'political' 'solution' 'under' 'the' 'aegis'
 'of' 'the' 'Organisation' 'for' 'Security' 'and' 'Cooperation' 'in'
 'Europe' '(' 'OSCE' ')' '.']","[22 38 28 38 11 16 16 16 24 10 12 21 21 21  6 44 38 22 22 22 22 22 27 21
 15 22 20 37 12 16 21 15 12 21 15 12 22 15 22 10 22 15 22  4 22  5  7]","[11 21 11 21 11 12 12 12 12  0 11 12 12 12  0 11 21 11 12 12 12 12 11 12
 17 11 21 22 11 12 12 13 11 12 13 11 12 13 11 12 12 13 11  0 11  0  0]","[1 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 3
 4 4 4 4 4 4 0 3 0 0]"
1544,"['""' 'The' 'ultimatum' '(' 'to' 'storm' 'Grozny' ')' 'is' 'no' 'longer'
 'an' 'issue' ',' '""' 'he' 'said' 'quoting' 'Ischinger' ',' 'who' 'had'
 'been' 'sent' 'to' 'Moscow' 'by' 'German' 'Foreign' 'Minister' 'Klaus'
 'Kinkel' 'as' 'his' 'personal' 'envoy' 'to' 'urge' 'an' 'end' 'to'
 'Moscow' ""'s"" 'military' 'campaign' 'in' 'the' 'breakaway' 'region' '.']","[ 0 12 21  4 35 37 22  5 42 30 31 12 21  6  0 28 38 39 22  6 44 38 40 40
 35 22 15 22 22 22 22 22 15 29 16 21 35 37 12 21 35 22 27 16 21 15 12 16
 21  7]","[ 0 11 12  0 21 22 11  0 21  3  4 11 12  0  0 11 21 22 11  0 11 21 22 22
 13 11 13 11 12 12 12 12 13 11 12 12 21 22 11 12 13 11 11 12 12 13 11 12
 12  0]","[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 7 0 0 1 2 0 0 0 0 0
 0 0 0 0 5 0 0 0 0 0 0 0 0]"
1545,"['Ischinger' 'said' 'the' 'threat' 'of' 'a' 'major' 'assault' 'to' 'take'
 'Grozny' 'had' 'been' 'the' 'unauthorised' 'initiative' 'of' 'the'
 'commanding' 'general' 'and' 'not' 'Moscow' ""'s"" 'intention' '.']","[22 38 12 21 15 12 16 21 35 37 22 38 40 12 16 21 15 12 16 21 10 30 22 27
 21  7]","[11 21 11 12 13 11 12 12 21 22 11 21 22 11 12 12 13 11 12 12  0  0 11 11
 12  0]",[1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0]
1546,"['The' 'officials' 'had' 'been' 'positive' 'about' 'Kinkel' ""'s"" 'request'
 'on' 'Wednesday' 'that' 'President' 'Boris' 'Yeltsin' ""'s"" 'security'
 'chief' 'Alexander' 'Lebed' 'should' ',' 'on' 'his' 'return' 'to'
 'Moscow' ',' 'meet' 'Tim' 'Goldiman' ',' 'the' 'OSCE' 'representative'
 'responsible' 'for' 'Chechnya' ',' 'he' 'said' '.']","[12 24 38 40 16 15 22 27 21 15 22 15 22 22 22 27 21 21 22 16 20  6 15 29
 21 35 22  6 37 22 22  6 12 30 16 16 15 22  6 28 38  7]","[11 12 21 22  1 13 11 11 12 13 11 11 11 12 12 11 12 12 12 12 21  0 13 11
 12 13 11  0 21 11 12  0 11 12 12 12 13 11  0 11 21  0]","[0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 1 2 0 0 0 0 0 0 5 0 0 1 2 0 0 3 0 0 0
 5 0 0 0 0]"
1547,"['India' 'says' 'sees' 'no' 'arms' 'race' 'with' 'China' ',' 'Pakistan'
 '.']",[22 42 42 12 24 21 15 22  6 22  7],[11 21 21 11 12 12 13 11  0 11  0],[5 0 0 0 0 0 0 5 0 5 0]
1548,['NEW' 'DELHI' '1996-08-22'],[16 23 11],[11 12 12],[5 6 0]
1549,"['India' 'said' 'on' 'Thursday' 'that' 'its' 'opposition' 'to' 'a'
 'global' 'nuclear' 'test' 'ban' 'treaty' 'did' 'not' 'mean' 'New' 'Delhi'
 'intended' 'to' 'enter' 'into' 'an' 'arms' 'race' 'with' 'neighbouring'
 'Pakistan' 'and' 'China' '.']","[22 38 15 22 15 29 21 35 12 16 16 21 21 21 38 30 37 22 22 38 35 37 15 12
 24 21 15 39 22 10 22  7]","[11 21 13 11 17 11 12 13 11 12 12 12 12 12 21 22 22 11 12 21 22 22 13 11
 12 12 13 21 11 12 12  0]",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 5 0 5 0]
1550,"['Foreign' 'Minister' 'I.K.' 'Gujral' 'was' 'asked' 'at' 'a' 'news'
 'conference' 'if' 'India' ""'s"" 'decision' 'to' 'block' 'adoption' 'of'
 'the' 'accord' 'in' 'Geneva' 'would' 'lead' 'to' 'an' 'arms' 'race'
 'with' 'Pakistan' 'and' 'China' '.']","[22 22 22 22 38 40 15 12 21 21 15 22 27 21 35 37 21 15 12 21 15 22 20 37
 35 12 24 21 15 22 10 22  7]","[11 12 12 12 21 22 13 11 12 12 17 11 11 12 21 22 11 13 11 12 13 11 21 22
 13 11 12 12 13 11 12 12  0]",[0 0 1 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 5 0 5 0]
1551,"['""' 'I' 'do' ""n't"" 'see' 'that' 'possibility' 'because' 'India' 'is'
 'not' 'entering' 'into' 'any' 'arms' 'race' ',' '""' 'he' 'said' '.' '""']",[ 0 28 41 30 37 12 21 15 22 42 30 39 15 12 24 21  6  0 28 38  7  0],[ 0 11 21 22 22 11 12 17 11 21 22 22 13 11 12 12  0  0 11 21  0  0],[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
1552,"['Our' 'not' 'signing' 'a' 'new' 'treaty' 'does' 'not' 'mean' 'we' 'are'
 'going' 'in' 'for' 'any' 'new' 'kind' 'of' 'weapons' ',' 'particularly'
 'nuclear' '.' '""']",[29 30 39 12 16 21 42 30 37 28 41 39 15 15 12 16 21 15 24  6 30 16  7  0],[11 12 21 11 12 12 21 22 22 11 21 22  3 13 11 12 12 13 11  0 11 12  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1553,"['China' ',' 'along' 'with' 'Britain' ',' 'France' ',' 'Russia' 'and'
 'the' 'United' 'States' ',' 'is' 'a' 'declared' 'nuclear' 'power' '.']",[22  6 15 15 22  6 22  6 22 10 12 22 23  6 42 12 16 16 21  7],[11  0 13 13 11  0 11  0 11  0 11 12 12  0 21 11 12 12 12  0],[5 0 0 0 5 0 5 0 5 0 0 5 6 0 0 0 0 0 0 0]
1554,"['India' 'carried' 'out' 'a' 'nuclear' 'test' 'in' '1974' 'but' 'says'
 'it' 'has' 'not' 'built' 'the' 'bomb' '.']",[22 38 33 12 16 21 15 11 10 42 28 42 30 40 12 21  7],[11 21 15 11 12 12 13 11  0 21 11 21 22 22 11 12  0],[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1555,"['Experts' 'believe' 'both' 'India' 'and' 'Pakistan' 'could' 'quickly'
 'assemble' 'nuclear' 'weapons' '.']",[24 41 12 22 10 22 20 30 37 16 24  7],[11 21 11 12  0 11 21 22 22 11 12  0],[0 0 0 5 0 5 0 0 0 0 0 0]
1556,"['Gujral' 'said' 'he' 'did' 'not' 'expect' 'India' ""'s"" 'veto' 'of' 'the'
 'Comprehensive' 'Test' 'Ban' 'Treaty' '(' 'CTBT' ')' 'to' 'damage'
 'bilateral' 'ties' 'with' 'other' 'nations' '.']","[22 38 28 38 30 37 22 27 21 15 12 22 22 22 22  4 22  5 35 21 16 24 15 16
 24  7]","[11 21 11 21 22 22 11 11 12 13 11 12 12 12 12  0  0  0 13 11 12 12 13 11
 12  0]",[1 0 0 0 0 0 5 0 0 0 0 7 8 8 8 0 7 0 0 0 0 0 0 0 0 0]
1557,"['""' 'I' 'do' 'not' 'visualise' 'its' 'straining' 'our' 'bilateral'
 'relations' 'with' 'any' 'country' '.']",[ 0 28 41 30 37 29 39 29 16 24 15 12 21  7],[ 0 11 21 22 22 11 21 11 12 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1558,"['The' 'text' 'has' 'already' 'been' 'blocked' ',' '""' 'he' 'said' '.']",[12 21 42 30 40 40  6  0 28 38  7],[11 12 21 22 22 22  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0]
1559,"['Gujral' 'said' 'India' 'would' 're-examine' 'its' 'position' 'if' 'the'
 'treaty' ',' 'particularly' 'a' 'clause' 'providing' 'for' 'its' 'entry'
 'into' 'force' ',' 'was' 'modified' '.']",[22 38 22 20 37 29 21 15 12 21  6 30 12 21 39 15 29 21 15 21  6 38 40  7],[11 21 11 21 22 11 12 17 11 12  0  3 11 12 21 13 11 12 13 11  0 21 22  0],[1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1560,"['Asked' 'what' 'India' 'would' 'do' 'if' 'the' 'pact' 'were' 'forwarded'
 'to' 'the' 'United' 'Nations' 'General' 'Assembly' ',' 'Gujral' 'said'
 ':' '""' 'That' 'bridge' 'I' 'will' 'cross' 'when' 'I' 'come' 'to' 'it'
 '.' '""']","[40 44 22 20 37 15 12 21 38 40 35 12 22 23 22 22  6 22 38  8  0 12 21 28
 20 37 46 28 41 35 28  7  0]","[21 11 11 21 22 17 11 12 21 22 13 11 12 12 12 12  0 11 21  0  0 11 12 11
 21 22  3 11 21 13 11  0  0]",[0 0 5 0 0 0 0 0 0 0 0 0 3 4 4 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1561,"['In' 'a' 'written' 'statement' 'released' 'at' 'the' 'news' 'conference'
 ',' 'Gujral' 'reiterated' 'India' ""'s"" 'objections' 'to' 'the' 'treaty'
 ',' 'under' 'negotiation' 'at' 'the' 'Conference' 'on' 'Disarmament' 'in'
 'Geneva' '.']","[15 12 40 21 40 15 12 21 21  6 22 38 22 27 24 35 12 21  6 15 21 15 12 22
 15 22 15 22  7]","[13 11 12 12 21 13 11 12 12  0 11 21 11 11 12 13 11 12  0 13 11 13 11 12
 13 11 13 11  0]",[0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 7 8 8 0 5 0]
1562,"['""' 'It' 'is' 'a' 'sad' 'fact' 'that' 'the' 'nuclear' 'weapon' 'states'
 'show' 'no' 'interest' 'in' 'giving' 'up' 'their' 'nuclear' 'hegemony'
 ',' '""' 'the' 'statement' 'said' '.']","[ 0 28 42 12 16 21 15 12 16 21 24 41 12 21 15 39 33 29 16 21  6  0 12 21
 38  7]","[ 0 11 21 11 12 12 17 11 12 12 12 21 11 12 13 21 15 11 12 12  0  0 11 12
 21  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
